author,comment
@joshaiepfarro,"simple aja si klo aku bang. anak nakal dibina dan dibuat disiplin dengan perbuatan, bukan materi"
@margionokecer,saya pilih Jabar lah
@fadhlirab8308,masukin ke kandang singa aja🥰
@noneasdar,😂
@adietpujisetiawan6052,Petugas perpus & taman : Nambah kerjaan gue ini mah
@sapoetra1903,jakarta? kota yg udah tertinggal itu bukan sih?
@RizqiWnii,Barak militer jurr
@Rizkipriatna28,Masih anget nih
@AnheaParnter,"Gasskuyy dari bang toing katanya,Ga ruda-Ho ki-Badai petir🔥🔥"
@กิตติวงษ์จินดาเพ็ชร,BandarGaruda-Ho ki tegang gua menang 80jt🥴🔥
@Dzaa07-g5y,Naon
@syifa_nkgw,Gua liat video lu sambil makan mie sekarang bang
@alamdesa9586,Masukin kandang singa 😂
@TommyNopansyah,"Usul ma Gubernur Jakarta, anak2 nakal masukin ke kursus salon aja sekalian."
@natanagengpangestu4551,Joss bang🔥
@ademahendra0626,First derr
@KAHARUDDINALL-f5q,Sapa dong bg rizal
@Caca_Sabita,Rusak rusak 😢😢
@cowokganteng5666,Sukses selalu kakak Rizal amin
@fikriyeni1620,ketiga
@RikiKusmana,Komentar pertama bng😅
@IntanNingrum-y1k,BARAK
@ST4RLynn-Uii,Pertama☝😵‍💫
@denisofyan5757,Bandung yeuh
@alwayslonely13,Comeback epep gak bangg😂😂
@g.k.nchannel9790,Hmmm
@Diokris,pertama
@rahmatfauzi9551,Pertama
@zidnaamala5954,pertamaaa
@omanita5281,pertama
@dhenisetiawan4218,Pertama bang
@Yurooo77,first
@rizalmuk,"kalo kalian jadi gubernur, kalian punya kebijakan apa?"
@rizalmuk,Buka mata. Jaga dan lindungi diri sendiri dan orang terdekat kalian bre
@SeRaPhiM306,7:32  tempat mancingnya kyk kenal gw😂😂
@boygangz1087,"""Keluar aja dulu mau jeroan ilang bodo amat"" ucap salah satu generasi"
@TowetArzz,Beda negara+beda alam
@muhammadnizar8753,Mending dijakarta coy kalo mau ngranto mah dprd kamboja gaji cuma 3 juta ilegal lagi iming2 doang 20 juta cuih aslinya cuma 3 juta. Tuh liat dipodcast podcast yg udah pada ke kamboja😂
@animasiceritakita,"Gini gini, lu ditawarkan dengan gaji tidak wajar, tapi skill lu gak ada, pikir aja,. Skill lu apa dan bisa dikasi gaji selangit"
@hobbynontonfilm3842,"lah baru inget gw, ade ipar gw pernah di tawarin kerja d  kamboja buaat jd admin wkwkwk"
@umisalamah2927,Di Taiwan beneran sampai 30-35 kalo lembur bang
@bayoe.m.e8979,"sorry bukanya sarkas,tpi kebanyakan yg berangkat,mereka cuman mau enaknya aja,berangkat maunya nembak uang tanpa mau upgrade skill,udah dibutakan sama gaji gede tpi skill gak mau upgrade,,jangan kan upgrade bahasa,upgrade pengetahuan aja gak mau,udah gitu modal minjem lagi,bilangin sombong pas balik merantau,dulu pas susah aja minta tolong dijulid sama ngeremehin mimpi orang,giliran ngangur karna pilih kerjaan yg gede nanya kerjaan,dikasih kerjaan gak betah,,tpi gua udah trust issues sama yg pengen kerja di ln dengan syarat loker indo gaji gede,,"
@SMZ_Yasirr,lah Abang ku kok aman aman aja bg? malah bisa pulang 3 bulan 3 kali
@ikrarsetya,"Udah kabur aja dulu, pas kabur eh malah nyusahin, ada juga yg malu""in. udah belajar aja baik"" bekerja keras, cari kerja yg baik. klo belum dapat yg di inginkan kerja kasar juga ngak apa yg penting halal"
@Zhang_Shaikun,"Pantesan bangg, iklan judol tuh ga habis habis, ternyata gegara ini... Woi pemerintah atau pejabat lain nya, lu pandai gak sih ngurusin judol kek gini, kerjaan lu hanya makan uang rakyaaatt terosss. Hadehhh"
@MyCrush-n2j,Mending ke jepang
@TamaoSerizawa-d6t,Lha iki presiden Indonesia gk gelem perang kanggo rakyate ngregeten invasi ae brunai Darussalam
@TamaoSerizawa-d6t,Lha iki rakyate Brunei Darussalam sak itik opo di invasi se piye iki presiden piye iki
@BowersAnareta,beneran situs yang lagi viral hanya di *GUNUNGWIN* modal cacing bisa jadi naga kwkwkkw
@ScreamOne,Salpok baju nya saya 😂
@CarolynAnareta-t5b,buruan di coba ini sudah pasti mantap hanya di *GUNUNGWIN*
@srfarm9721,Ya kabur aja dulu
@Leon-art-o4t,Mungkin dsini ada yang mau join ke kapal pesiar? 😊
@AyatTaya-g6s,"Ponakan gw bang, kabarnya dia mau berangkat ke Kamboja diajak temen nya.. Udah berantem sama ayah nya juga, tapi dia ngotot dan  tetap berangkat, kabar terakhir nya di hotel jakarta. Dan sampai sekarang dia nggak ada kabar sama sekali.  No hp nggak aktif... 
 Semoga dia cepat ada kabar, dan tidak terjadi hal"" Yang tidak di inginkan 🤲🤲"
@BerryAnareta-i2r,"Baru bergabung dengan *GUNUNGWIN* sebulan, udah bisa beli tanah!"
@dzussholahissabeq4313,"Yg di buat profil awal yg ber 7 itu, aku dan teman temenku bang, dan masih sehat walafiat semua🙏🏽🙏🏽🙏🏽 @rizalmuk"
@CarolynAnareta-x2v,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@CampbellAnareta-e6z,"Gokil parah, di *GUNUNGWIN* ada bonus DEPOSIT yang bisa di-claim sampai kiamat."
@BurksAnareta,baru narik 2jt dari *GUNUNGWIN* nasib nasib gk jadi proses pinjol
@CarolAnareta-h2s,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@BradleyAnareta-n5r,beneran situs yang lagi viral hanya di *GUNUNGWIN* modal cacing bisa jadi naga kwkwkkw
@CarrieAnareta-q7b2u,buruan di coba ini sudah pasti mantap hanya di *GUNUNGWIN*
@CarolAnareta-i6f,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@CatherineAnareta,buruan di coba ini sudah pasti mantap hanya di *GUNUNGWIN*
@CaronAnareta,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@CarmenAnareta-i5j,Situs rekomendasi terbaik *GUNUNGWIN*
@BurrisAnareta,baru narik 2jt dari *GUNUNGWIN* nasib nasib gk jadi proses pinjol
@BrittonAnareta,*GUNUNGWIN* emang topcer ibartnya 134 gada 2nya makasih *GUNUNGWIN*
@BrandyAnareta-h9s,beneran situs yang lagi viral hanya di *GUNUNGWIN* modal cacing bisa jadi naga kwkwkkw
@CarolynAnareta,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@CarrieAnareta-p2i,buruan di coba ini sudah pasti mantap hanya di *GUNUNGWIN*
@CarolynnAnareta,buruan di coba ini sudah pasti mantap hanya di *GUNUNGWIN*
@CarterAnareta,buruan di coba ini sudah pasti mantap hanya di *GUNUNGWIN*
@CabeAnareta,"Gokil parah, di *GUNUNGWIN* ada bonus DEPOSIT yang bisa di-claim sampai kiamat."
@BuchholzAnareta,baru narik 2jt dari *GUNUNGWIN* nasib nasib gk jadi proses pinjol
@BradleyAnareta,beneran situs yang lagi viral hanya di *GUNUNGWIN* modal cacing bisa jadi naga kwkwkkw
@AuroraAnareta-k9l,"Nggak pernah kecewa sama hasil di  *GUNUNGWIN* ,semuanya luar biasa!"
@CandlerAnareta,Situs rekomendasi terbaik *GUNUNGWIN*
@NovidwiAstutik,😂ayok budal kamboja
@CarolAnareta-f6j,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@CardosoAnareta,Situs rekomendasi terbaik *GUNUNGWIN*
@asepsonidin5728,Admin slot
@CarmichaelAnareta-f2l,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@BowlerAnareta,beneran situs yang lagi viral hanya di *GUNUNGWIN* modal cacing bisa jadi naga kwkwkkw
@CanadyAnareta,Situs rekomendasi terbaik *GUNUNGWIN*
@ArguellesAnareta,Semua orang bilang  *GUNUNGWIN* bener-bener mengubah hidup.
@BrendaAnareta-x6l,*GUNUNGWIN* emang topcer ibartnya 134 gada 2nya makasih *GUNUNGWIN*
@CarolAnareta-h2s,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@BullockAnareta,baru narik 2jt dari *GUNUNGWIN* nasib nasib gk jadi proses pinjol
@CainAnareta,"Gokil parah, di *GUNUNGWIN* ada bonus DEPOSIT yang bisa di-claim sampai kiamat."
@CarissaAnareta-k7m,Situs rekomendasi terbaik *GUNUNGWIN*
@BrittonAnareta,*GUNUNGWIN* emang topcer ibartnya 134 gada 2nya makasih *GUNUNGWIN*
@CarolAnareta-i6f,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@BruckerAnareta,baru narik 2jt dari *GUNUNGWIN* nasib nasib gk jadi proses pinjol
@CaraAnareta,Situs rekomendasi terbaik *GUNUNGWIN*
@CaronAnareta,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@BrandyAnareta-h9s,beneran situs yang lagi viral hanya di *GUNUNGWIN* modal cacing bisa jadi naga kwkwkkw
@BurrisAnareta,baru narik 2jt dari *GUNUNGWIN* nasib nasib gk jadi proses pinjol
@CarmenAnareta-i5j,Situs rekomendasi terbaik *GUNUNGWIN*
@CarolynAnareta,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@BullAnareta,baru narik 2jt dari *GUNUNGWIN* nasib nasib gk jadi proses pinjol
@CalderonAnareta-b1b,"Gokil parah, di *GUNUNGWIN* ada bonus DEPOSIT yang bisa di-claim sampai kiamat."
@DoniEkoSantoso-f9i,"Temen w gak tau kabarnya sekarang gimana. Ada 3, 1 masih dari alhamdulillah sehat. 2 ini ngak tau"
@CarolAnareta-f6j,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@BuchananAnareta,baru narik 2jt dari *GUNUNGWIN* nasib nasib gk jadi proses pinjol
@CabanaAnareta,"Gokil parah, di *GUNUNGWIN* ada bonus DEPOSIT yang bisa di-claim sampai kiamat."
@CardosoAnareta,Situs rekomendasi terbaik *GUNUNGWIN*
@CarmichaelAnareta-f2l,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@BowlerAnareta,beneran situs yang lagi viral hanya di *GUNUNGWIN* modal cacing bisa jadi naga kwkwkkw
@BrownAnareta-c1b,baru narik 2jt dari *GUNUNGWIN* nasib nasib gk jadi proses pinjol
@BusbyAnareta,"Gokil parah, di *GUNUNGWIN* ada bonus DEPOSIT yang bisa di-claim sampai kiamat."
@CanadyAnareta,Situs rekomendasi terbaik *GUNUNGWIN*
@BrendaAnareta-x5b,*GUNUNGWIN* emang topcer ibartnya 134 gada 2nya makasih *GUNUNGWIN*
@ArguellesAnareta,Semua orang bilang  *GUNUNGWIN* bener-bener mengubah hidup.
@AuroraAnareta-k9l,"Nggak pernah kecewa sama hasil di  *GUNUNGWIN* ,semuanya luar biasa!"
@CarrieAnareta-p2i,buruan di coba ini sudah pasti mantap hanya di *GUNUNGWIN*
@BuchananAnareta,baru narik 2jt dari *GUNUNGWIN* nasib nasib gk jadi proses pinjol
@BoydAnareta-x8h,beneran situs yang lagi viral hanya di *GUNUNGWIN* modal cacing bisa jadi naga kwkwkkw
@CabanaAnareta,"Gokil parah, di *GUNUNGWIN* ada bonus DEPOSIT yang bisa di-claim sampai kiamat."
@CardosoAnareta,Situs rekomendasi terbaik *GUNUNGWIN*
@maticproper,Konoha ini mah
@BusbyAnareta,"Gokil parah, di *GUNUNGWIN* ada bonus DEPOSIT yang bisa di-claim sampai kiamat."
@BowlerAnareta,beneran situs yang lagi viral hanya di *GUNUNGWIN* modal cacing bisa jadi naga kwkwkkw
@Bang_Man97,"Kita negara kaya tapi efek oknum korup ,coba lah oknum diindo ini kerja jujur bakal kaya juga kok"
@CasillasAnareta,buruan di coba ini sudah pasti mantap hanya di *GUNUNGWIN*
@CarterAnareta,buruan di coba ini sudah pasti mantap hanya di *GUNUNGWIN*
@CarolAnareta-w5r,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@CabeAnareta,"Gokil parah, di *GUNUNGWIN* ada bonus DEPOSIT yang bisa di-claim sampai kiamat."
@BuchholzAnareta,baru narik 2jt dari *GUNUNGWIN* nasib nasib gk jadi proses pinjol
@BrendaAnareta-x5b,*GUNUNGWIN* emang topcer ibartnya 134 gada 2nya makasih *GUNUNGWIN*
@BradleyAnareta,beneran situs yang lagi viral hanya di *GUNUNGWIN* modal cacing bisa jadi naga kwkwkkw
@CarrAnareta-v4i,buruan di coba ini sudah pasti mantap hanya di *GUNUNGWIN*
@CarolAnareta-g2j,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@CandlerAnareta,Situs rekomendasi terbaik *GUNUNGWIN*
@BreedloveAnareta,*GUNUNGWIN* emang topcer ibartnya 134 gada 2nya makasih *GUNUNGWIN*
@ihsanfathi600,apakah di indo tidak ada peluang pekerjaan ? apakah gaji di indonesia itu tidak sesuai dgn kelulusan ?
@CasillasAnareta,buruan di coba ini sudah pasti mantap hanya di *GUNUNGWIN*
@BuchholzAnareta,baru narik 2jt dari *GUNUNGWIN* nasib nasib gk jadi proses pinjol
@CarterAnareta,buruan di coba ini sudah pasti mantap hanya di *GUNUNGWIN*
@CarrAnareta-v4i,buruan di coba ini sudah pasti mantap hanya di *GUNUNGWIN*
@CarolynAnareta-x2v,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@BurksAnareta,baru narik 2jt dari *GUNUNGWIN* nasib nasib gk jadi proses pinjol
@CarolAnareta-h2s,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@BullockAnareta,baru narik 2jt dari *GUNUNGWIN* nasib nasib gk jadi proses pinjol
@m.zainalilmiilmi6768,"Separah itu ya, hampir aja gue pegi juga 😨"
@CarolAnareta-i6f,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@CaraAnareta,Situs rekomendasi terbaik *GUNUNGWIN*
@BrendaAnareta-x6l,*GUNUNGWIN* emang topcer ibartnya 134 gada 2nya makasih *GUNUNGWIN*
@CaronAnareta,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@BurrisAnareta,baru narik 2jt dari *GUNUNGWIN* nasib nasib gk jadi proses pinjol
@BrandyAnareta-h9s,beneran situs yang lagi viral hanya di *GUNUNGWIN* modal cacing bisa jadi naga kwkwkkw
@CatherineAnareta,buruan di coba ini sudah pasti mantap hanya di *GUNUNGWIN*
@BettyAnareta-m9m,"Santai duduk manis, hasilnya bikin hati puas.# *GUNUNGWIN* tempatnya!"
@CarolynAnareta,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@CalderonAnareta-b1b,"Gokil parah, di *GUNUNGWIN* ada bonus DEPOSIT yang bisa di-claim sampai kiamat."
@BullAnareta,baru narik 2jt dari *GUNUNGWIN* nasib nasib gk jadi proses pinjol
@CartwrightAnareta-y8f,buruan di coba ini sudah pasti mantap hanya di *GUNUNGWIN*
@DelonrenaldiTri,sebanyak itu ya yg komen kaya gitu kasian ga ke bayang gitu sampai sebanyak itu buka komen yt banyak yg kaya gitu sekarang
@BuchananAnareta,baru narik 2jt dari *GUNUNGWIN* nasib nasib gk jadi proses pinjol
@CarrieAnareta-p2i,buruan di coba ini sudah pasti mantap hanya di *GUNUNGWIN*
@BowlerAnareta,beneran situs yang lagi viral hanya di *GUNUNGWIN* modal cacing bisa jadi naga kwkwkkw
@CarolynnAnareta,buruan di coba ini sudah pasti mantap hanya di *GUNUNGWIN*
@BundyAnareta,baru narik 2jt dari *GUNUNGWIN* nasib nasib gk jadi proses pinjol
@CasillasAnareta,buruan di coba ini sudah pasti mantap hanya di *GUNUNGWIN*
@FerriSahroni,"knp gk kirim anggota dpr aja kesana bang,kn dpr 'wakil rakyat'"
@CabanaAnareta,"Gokil parah, di *GUNUNGWIN* ada bonus DEPOSIT yang bisa di-claim sampai kiamat."
@CarolAnareta-f6j,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@bangdris30,4:28 daripada kerja di cambodia mending ke united states aja ga sih?
@atsprotrading,"Punya Pemerintah Sudah Berganti Sekian Rezim
Tapi SEMUANYA GA BECUS MELINDUNGI WARGA NEGARANYA DARI PERBUDAKAN JUDOL di MYANMAR - KAMBOJA
PERCUMA PUNYA PEMERINTAH"
@BusbyAnareta,"Gokil parah, di *GUNUNGWIN* ada bonus DEPOSIT yang bisa di-claim sampai kiamat."
@CanadyAnareta,Situs rekomendasi terbaik *GUNUNGWIN*
@CarmichaelAnareta-f2l,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@ongkitigtigweria01,Bang ramein epep lagi Bang
@CarolynAnareta-l5b,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@ArguellesAnareta,Semua orang bilang  *GUNUNGWIN* bener-bener mengubah hidup.
@AuroraAnareta-k9l,"Nggak pernah kecewa sama hasil di  *GUNUNGWIN* ,semuanya luar biasa!"
@jeyonespearb,"kaya farhan yang host batik itu ya, dia kabur pas abis solat eid katanya. dia kena tipu temennya juga."
@BrainardAnareta,beneran situs yang lagi viral hanya di *GUNUNGWIN* modal cacing bisa jadi naga kwkwkkw
@BridgetAnareta-v4r,*GUNUNGWIN* emang topcer ibartnya 134 gada 2nya makasih *GUNUNGWIN*
@CamachoAnareta-n5s,"Gokil parah, di *GUNUNGWIN* ada bonus DEPOSIT yang bisa di-claim sampai kiamat."
@CarolynAnareta-l5b,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@CarenAnareta,Situs rekomendasi terbaik *GUNUNGWIN*
@CarolAnareta-w5r,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@hexaw,"2 Minggu ini gw resah main game HoK, karena ketemu 3 bendera full dark sistem -malaydesh(blom mulai udah marah²mulu)
-myanmar(nguawor pol klo pick)
-kamboja(ngepick nguawor+gameplay picek)

Test ilmu 🗿"
@BrandAnareta,beneran situs yang lagi viral hanya di *GUNUNGWIN* modal cacing bisa jadi naga kwkwkkw
@CampbellAnareta-e6z,"Gokil parah, di *GUNUNGWIN* ada bonus DEPOSIT yang bisa di-claim sampai kiamat."
@CarolynAnareta-x2v,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@BradleyAnareta-n5r,beneran situs yang lagi viral hanya di *GUNUNGWIN* modal cacing bisa jadi naga kwkwkkw
@CainAnareta,"Gokil parah, di *GUNUNGWIN* ada bonus DEPOSIT yang bisa di-claim sampai kiamat."
@CarissaAnareta-k7m,Situs rekomendasi terbaik *GUNUNGWIN*
@CarolAnareta-h2s,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@BrendaAnareta-x6l,*GUNUNGWIN* emang topcer ibartnya 134 gada 2nya makasih *GUNUNGWIN*
@ByersAnareta,"Gokil parah, di *GUNUNGWIN* ada bonus DEPOSIT yang bisa di-claim sampai kiamat."
@CarolAnareta-i6f,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@BrandyAnareta-h9s,beneran situs yang lagi viral hanya di *GUNUNGWIN* modal cacing bisa jadi naga kwkwkkw
@BrittonAnareta,*GUNUNGWIN* emang topcer ibartnya 134 gada 2nya makasih *GUNUNGWIN*
@CampfieldAnareta,"Gokil parah, di *GUNUNGWIN* ada bonus DEPOSIT yang bisa di-claim sampai kiamat."
@CarmenAnareta-i5j,Situs rekomendasi terbaik *GUNUNGWIN*
@CatherineAnareta,buruan di coba ini sudah pasti mantap hanya di *GUNUNGWIN*
@CalderonAnareta-b1b,"Gokil parah, di *GUNUNGWIN* ada bonus DEPOSIT yang bisa di-claim sampai kiamat."
@CarmenAnareta,Situs rekomendasi terbaik *GUNUNGWIN*
@CarolynAnareta,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@BoydAnareta-x8h,beneran situs yang lagi viral hanya di *GUNUNGWIN* modal cacing bisa jadi naga kwkwkkw
@CabanaAnareta,"Gokil parah, di *GUNUNGWIN* ada bonus DEPOSIT yang bisa di-claim sampai kiamat."
@CardosoAnareta,Situs rekomendasi terbaik *GUNUNGWIN*
@CarolAnareta-f6j,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@BowlerAnareta,beneran situs yang lagi viral hanya di *GUNUNGWIN* modal cacing bisa jadi naga kwkwkkw
@BusbyAnareta,"Gokil parah, di *GUNUNGWIN* ada bonus DEPOSIT yang bisa di-claim sampai kiamat."
@CarmichaelAnareta-f2l,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@BrainardAnareta,beneran situs yang lagi viral hanya di *GUNUNGWIN* modal cacing bisa jadi naga kwkwkkw
@BridgetAnareta-v4r,*GUNUNGWIN* emang topcer ibartnya 134 gada 2nya makasih *GUNUNGWIN*
@CamachoAnareta-n5s,"Gokil parah, di *GUNUNGWIN* ada bonus DEPOSIT yang bisa di-claim sampai kiamat."
@CarmenAnareta-g1g,Situs rekomendasi terbaik *GUNUNGWIN*
@CarolynAnareta-l5b,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@BrendaAnareta-x5b,*GUNUNGWIN* emang topcer ibartnya 134 gada 2nya makasih *GUNUNGWIN*
@CabeAnareta,"Gokil parah, di *GUNUNGWIN* ada bonus DEPOSIT yang bisa di-claim sampai kiamat."
@CarenAnareta,Situs rekomendasi terbaik *GUNUNGWIN*
@CarolAnareta-w5r,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@BreedloveAnareta,*GUNUNGWIN* emang topcer ibartnya 134 gada 2nya makasih *GUNUNGWIN*
@BurtonAnareta-e8t,"Gokil parah, di *GUNUNGWIN* ada bonus DEPOSIT yang bisa di-claim sampai kiamat."
@CandlerAnareta,Situs rekomendasi terbaik *GUNUNGWIN*
@CarolAnareta-g2j,*GUNUNGWIN* yang paling bagus!  Terima kasih uang jajannya
@WanzEdit-usa,"saya dulu pas lagi rame-rame nya ginian hampir kena sama temen saya. dia bilang kerjaannya di perusahaan di bidang konsultan IT. pas itu saya dapat panggilan buat berangkat. tapi yang aneh kok persyaratannya cuman foto KTP doang. terus beberapa pimpinan kantor disana sempet kontek2 lewat WA sama saya. saya manggil dia (ngakunya) atong denis sama sisil, (yang lainnya saya lupa). setelah banyak chat saya sempet ditanya sama yang nyuruh berangkat(sisil). dia bilang : ""kamu tau ini kerjaannya apa?""
karena saya curiga sama persyaratan KTP doang itu saya jawab : ""salah satu perusahaan""GAME ONLINE"" kah bu?"". terus dia bilang, : ""iya betul"". nah disana saya yakin banget ternyata situs j*dol dan saya memutuskan untuk tidak berangkat. temen saya akhirnya ngaku kalau itu memang situs J*D*L. dia udah berhasil bawa satu temen saya dari kampung sebelah dan Alhamdulillah dia selamat dan bisa pulang, sekarang sudah lama ada di kampungnya."
@ArguellesAnareta,Semua orang bilang  *GUNUNGWIN* bener-bener mengubah hidup.
@AuroraAnareta-k9l,"Nggak pernah kecewa sama hasil di  *GUNUNGWIN* ,semuanya luar biasa!"
@vgenesis96,"Datang Full Set
Pulang Tinggal Paket

Menyala Abangku 🗣️🔥🔥🔥🔥🔥"
@Zootopedia,"Temen gua ada bang yg dari indo katanya ke jerman trus tau tau ke kamboja, dan sampe sono yaudah bgitu dan sekarang udh berada dirumah 2x1m."
@BangpraSHT,"Mending jadi beban kluarga, ketimbang jadi beban negara jadi slh jln ke luar negeri begitu ngk sihh😅"
@LukukLada-ge8tc,"sebagai pengingat,gaji tki judol itu berkisar 4-5 jt.uang makan kisaran 200$.jadi jika ada yang nawarin gaji lebih dari itu,fix itu scamer.dan yang harus diingat juga jangan terima tawaran kerja dari orang yang sekedar kenal apalagi dari medsos.jika memang tidak bisa menghindari kerja judol ini karena alasan kebutuhan,utamakan tawaran itu berasal dari keluarga/orang terdekat anda yang telah bekerja disana."
@orionmintaka,"Yang pergi kesana yang udah tau mau  dijadiin admin jud0l, apakah layak di sebut KORBAN? alasan mereka karena di Indo susah cari kerja, mereka pikir yang susah mereka aja kali yah. Mereka kesana yang sadar untuk mejadi admin jud0l merasa jadi korban lah terus orang orang yang mereka tipu di sebut apa dong ?? Korbun? 🗿"
